OBJECTID,FRANODEID,COUNTRY,STATE,STFIPS,CTYFIPS,STCYFIPS,FRADISTRCT,PASSNGR,PASSNGRSTN,BNDRY,x,y
249610,497041,US,CO,8.0,31.0,8031.0,6,C,48th & Brighton at National We,0.0,-104.968294102241,39.784846681469
249613,497044,US,NY,36.0,61.0,36061.0,1,C,Grand Central Station,0.0,-73.9769625077875,40.7530989137695
249614,497045,US,NY,36.0,47.0,36047.0,1,C,Atlantic Terminal,0.0,-73.9773123063693,40.6846683941918
249615,497046,US,TX,48.0,121.0,48121.0,5,C,DDTC,0.0,-97.1261662135928,33.2136177541687
249616,497047,US,CA,6.0,41.0,6041.0,7,C,Larkspur,0.0,-122.512559040776,37.9478158036635
249617,497048,US,NJ,34.0,25.0,34025.0,1,C,Bradley Beach,0.0,-74.0189309965644,40.2038624845259
249618,497049,US,NJ,34.0,25.0,34025.0,1,C,Asbury Park,0.0,-74.014770381054,40.2154289830207
249619,497050,US,NJ,34.0,23.0,34023.0,1,C,Metuchen,0.0,-74.360351764205,40.5408331312196
249620,497051,US,NJ,34.0,31.0,34031.0,1,C,Passaic,0.0,-74.1339656334348,40.849918340002
249621,497052,US,NJ,34.0,31.0,34031.0,1,C,Clifton,0.0,-74.1531923554108,40.8680185638938
249622,497053,US,FL,12.0,97.0,12097.0,3,C,Tupperware,,-81.3899993813794,28.3432515248057
249623,497054,US,FL,12.0,95.0,12095.0,3,C,Meadow Woods,,-81.3740067848689,28.3863296252762
249624,497055,US,FL,12.0,95.0,12095.0,3,C,Church Street,,-81.3807506038952,28.5391335468288
249625,497056,US,FL,12.0,95.0,12095.0,3,C,Lynx Central,,-81.3808410103454,28.5486354442778
249626,497057,US,FL,12.0,95.0,12095.0,3,C,AdventHealth,,-81.3714533560132,28.573063114102
249627,497058,US,FL,12.0,95.0,12095.0,3,C,Maitland,,-81.3622019276006,28.6348035913086
249628,497059,US,FL,12.0,127.0,12127.0,3,C,DeBary,,-81.3233851582352,28.855543201346
249629,497060,US,TX,48.0,491.0,48491.0,5,C,Leander,,-97.855833097812,30.5865713028913
249630,497061,US,TX,48.0,439.0,48439.0,5,C,Bell,,-97.1554466969724,32.8046036108578
249631,497062,US,TX,48.0,113.0,48113.0,5,C,Trinity Mills Station,,-96.9265528732725,32.9808105917214
249632,497063,US,TX,48.0,121.0,48121.0,5,C,Hebron Station,,-96.958311278515,33.0100391065175
249633,497064,US,TX,48.0,121.0,48121.0,5,C,Old Town Station,,-96.9863083262718,33.0470782886586
249634,497065,US,TX,48.0,121.0,48121.0,5,C,Highland Village,,-97.026013389316,33.0833530786958
249635,497066,US,CA,6.0,73.0,6073.0,7,C,Carlsbad Poinsettia,,-117.319224499984,33.1090270181283
249636,497067,US,TX,48.0,121.0,48121.0,5,C,MedPark Station,,-97.0913896531503,33.182766663446
249637,497068,US,CA,6.0,65.0,6065.0,7,C,Perris - South,,-117.203771385634,33.7627779686104
249638,497069,US,CA,6.0,65.0,6065.0,7,C,Corona - North Main,,-117.562647145084,33.8818825514497
249639,497070,US,CA,6.0,65.0,6065.0,7,C,Riverside - La Sierra,,-117.469680508008,33.9001756663764
249640,497071,US,CA,6.0,65.0,6065.0,7,C,Moreno Valley / March Field,,-117.28782236299,33.9132423733231
249641,497072,US,CA,6.0,37.0,6037.0,7,C,Norwalk / Santa Fe Srpings,,-118.059846227702,33.9160373571469
249642,497073,US,CA,6.0,65.0,6065.0,7,C,Jurupa Valley/Pedley,,-117.476091002657,33.977151434557
249643,497074,US,CA,6.0,37.0,6037.0,7,C,Industry,,-117.844718898882,34.0083231091397
249644,497075,US,CA,6.0,37.0,6037.0,7,C,Burbank Airport - North,,-118.349879536065,34.206329876805
249645,497076,US,CA,6.0,111.0,6111.0,7,C,Ventura - East,,-119.203166137747,34.2506742486052
249646,497077,US,CA,6.0,37.0,6037.0,7,C,Santa Clarita,,-118.525064607978,34.4134501363752
249647,497078,US,SC,45.0,33.0,45033.0,3,A,Dillon,,-79.3718946002751,34.4176633405523
249648,497079,US,NM,35.0,61.0,35061.0,5,C,Los Lunas,,-106.737223348114,34.7995362117851
249649,497080,US,NM,35.0,1.0,35001.0,5,C,Isleta Pueblo,,-106.67327199917,34.9467841496042
249650,497081,US,CA,6.0,79.0,6079.0,7,A,Grover Beach,,-120.629114345638,35.1211457887445
249651,497082,US,NM,35.0,1.0,35001.0,5,C,Montano,,-106.632481976079,35.1367769956413
249652,497083,US,NM,35.0,1.0,35001.0,5,C,Sandia Pueblo,,-106.59750491436,35.2105333451481
249653,497084,US,NM,35.0,43.0,35043.0,5,C,Downtown Bernalillo,,-106.546941362911,35.3035988522012
249654,497085,US,NM,35.0,43.0,35043.0,5,C,Kewa,,-106.321932583033,35.5110457744353
249655,497086,US,NM,35.0,49.0,35049.0,5,C,SF County / NM 599,,-106.061218931783,35.5912740532739
249656,497087,US,NM,35.0,49.0,35049.0,5,C,Zia Road,,-105.956938548202,35.6461919513886
249657,497088,US,NC,37.0,183.0,37183.0,3,A,North Carolina State Fair,,-78.7062819212016,35.7940904787092
249658,497089,US,NC,37.0,57.0,37057.0,3,A,Lexington,,-80.251466970776,35.8206889129249
249659,497090,US,CA,6.0,107.0,6107.0,7,A,Colonel Allensworth Park,,-119.385707063466,35.8639615362067
249660,497091,US,TN,47.0,189.0,47189.0,3,C,Martha,,-86.4256428711704,36.2289303338565
249661,497092,US,TN,47.0,189.0,47189.0,3,C,Hamilton Springs,,-86.3675327302247,36.2345643254816
249662,497093,US,CA,6.0,39.0,6039.0,7,A,Madera,,-120.075081159172,37.0224068826452
249663,497094,US,CA,6.0,85.0,6085.0,7,C,Morgan Hill,,-121.650263311466,37.1293517627125
249664,497095,US,CA,6.0,85.0,6085.0,7,C,Blossom Hill,,-121.797421913102,37.2523079732222
249665,497096,US,CA,6.0,85.0,6085.0,7,C,San Antonio,,-122.107180769833,37.4074031519328
249666,497097,US,CA,6.0,85.0,6085.0,7,C,Stanford,,-122.156190719134,37.4383224593338
249667,497098,US,CA,6.0,99.0,6099.0,7,A,Turlock-Denair,,-120.797974823404,37.5270493787045
249668,497099,US,CA,6.0,81.0,6081.0,7,C,Hillsdale,,-122.297515139394,37.5380418004495
249669,497100,US,CA,6.0,81.0,6081.0,7,C,Hayward Park,,-122.309529767654,37.5531971970409
249670,497101,US,CA,6.0,81.0,6081.0,7,C,San Bruno,,-122.411478069961,37.6302262868893
249671,497102,US,CA,6.0,1.0,6001.0,7,C,Vasco Road,,-121.717737431644,37.6970107867377
249672,497103,US,CA,6.0,13.0,6013.0,7,A,Richmond,,-122.35368746605,37.9368788192484
249673,497104,US,CA,6.0,41.0,6041.0,7,C,Marin Civic Center,,-122.537250953938,38.0016520389812
249674,497105,US,CA,6.0,41.0,6041.0,7,C,Novato Hamilton,,-122.523850497384,38.0562543766575
249675,497106,US,CA,6.0,41.0,6041.0,7,C,Novato San Marin,,-122.56617662973,38.1204150253141
249676,497107,US,CA,6.0,97.0,6097.0,7,C,Cotati,,-122.691146138671,38.331297343126
249677,497108,US,CA,6.0,97.0,6097.0,7,C,Rohnert Park,,-122.701091744711,38.3473352847195
249678,497109,US,CA,6.0,97.0,6097.0,7,C,Santa Rosa North,,-122.736678440013,38.4555336217056
249679,497110,US,MD,24.0,33.0,24033.0,2,C,Greenbelt,,-76.912205843627,39.0103470499846
249680,497111,US,NJ,34.0,1.0,34001.0,1,C,Egg Harbor City,,-74.6482481655595,39.5265216503953
249681,497112,US,NJ,34.0,7.0,34007.0,1,C,Atco,,-74.9075368066978,39.7835124221214
249682,497113,US,CO,8.0,1.0,8001.0,6,C,Westminster Station,,-105.029220395127,39.8228265033828
249683,497114,US,CO,8.0,1.0,8001.0,6,C,Commerce City & 72nd,,-104.943061186783,39.8262240411151
249684,497115,US,NJ,34.0,7.0,34007.0,1,C,Lindenwold,,-75.0003387547339,39.8338868276649
249685,497116,US,PA,42.0,45.0,42045.0,2,C,Chester T.C.,,-75.3602140318711,39.8494212037119
249686,497117,US,CO,8.0,1.0,8001.0,6,C,Original Thornton & 88th,,-104.953117343095,39.8587718599096
249687,497118,US,PA,42.0,101.0,42101.0,2,C,Terminal A,,-75.2464351454448,39.8759914365724
249688,497119,US,PA,42.0,101.0,42101.0,2,C,Terminal B,,-75.2446534924873,39.8763432104345
249689,497120,US,PA,42.0,101.0,42101.0,2,C,Terminals C & D,,-75.2414935606776,39.8772948309547
249690,497121,US,PA,42.0,45.0,42045.0,2,C,Ridley Park,,-75.3219213010149,39.8806041833197
249691,497122,US,CO,8.0,1.0,8001.0,6,C,Thornton Crossroads & 104th,,-104.942239468148,39.8821621924069
249692,497123,US,PA,42.0,45.0,42045.0,2,C,Prospect Park,,-75.3091053054526,39.8882622434904
249693,497124,US,PA,42.0,45.0,42045.0,2,C,Norwood,,-75.301411639286,39.8915212144152
249694,497125,US,PA,42.0,101.0,42101.0,2,C,Eastwick,,-75.2448729805556,39.8917758273137
249695,497126,US,PA,42.0,45.0,42045.0,2,C,Glenolden,,-75.2903561710007,39.8961358469058
249696,497127,US,PA,42.0,45.0,42045.0,2,C,Folcroft,,-75.2795851120293,39.9006317632136
249697,497128,US,PA,42.0,45.0,42045.0,2,C,Swarthmore,,-75.3511207671356,39.9022927519819
249698,497129,US,CO,8.0,1.0,8001.0,6,C,Northglenn & 112th,,-104.960138305861,39.9027506049858
249699,497130,US,PA,42.0,45.0,42045.0,2,C,Wallingford,,-75.3714857767476,39.9037442873354
249700,497131,US,PA,42.0,45.0,42045.0,2,C,Sharon Hill,,-75.2711841546288,39.9041472998907
249701,497132,US,PA,42.0,45.0,42045.0,2,C,Moylan-Rose Valley,,-75.3881962834768,39.9059194168369
249702,497133,US,PA,42.0,45.0,42045.0,2,C,Curtis Park,,-75.2651840580128,39.9078845882322
249703,497134,US,PA,42.0,45.0,42045.0,2,C,Darby,,-75.2548224520463,39.9128670551031
249704,497135,US,PA,42.0,45.0,42045.0,2,C,Secane,,-75.3098367613676,39.9157657238306
249705,497136,US,NJ,34.0,7.0,34007.0,1,C,Cherry Hill,,-75.0416643048888,39.9283438078729
249706,497137,US,PA,42.0,45.0,42045.0,2,C,Gladstone,,-75.2819826984546,39.9328608514796
249707,497138,US,PA,42.0,101.0,42101.0,2,C,49th Street,,-75.2164056925954,39.9435995554348
249708,497139,US,PA,42.0,101.0,42101.0,2,C,Penn Medicine Station,,-75.1898266894135,39.948363313962
249709,497140,US,PA,42.0,101.0,42101.0,2,C,Jefferson Station,,-75.1579220546124,39.9526833847881
249710,497141,US,PA,42.0,29.0,42029.0,2,A,Coatesville,,-75.8210025499866,39.9858852799802
249711,497142,US,PA,42.0,101.0,42101.0,2,C,Wynnefield Avenue,,-75.2256752732649,39.9898638354321
249712,497143,US,PA,42.0,101.0,42101.0,2,C,North Broad,,-75.1537064002229,39.9920755807077
249713,497144,US,PA,42.0,29.0,42029.0,2,C,Thorndale,,-75.7627015125514,39.9926348445484
249714,497145,US,PA,42.0,101.0,42101.0,2,C,North Philadelphia (CHW),,-75.1563957217233,39.9975624795752
249715,497146,US,PA,42.0,91.0,42091.0,2,C,Merion,,-75.2515253430011,39.9976048201554
249716,497147,US,PA,42.0,29.0,42029.0,2,B,Downington,,-75.7103680742785,40.0020603516004
249717,497148,US,PA,42.0,91.0,42091.0,2,C,Wynnewood,,-75.2721375087921,40.0029246006417
249718,497149,US,PA,42.0,101.0,42101.0,2,C,Allegheny,,-75.1649323435963,40.0036606717103
249719,497150,US,PA,42.0,91.0,42091.0,2,C,Narberth,,-75.2612656229132,40.0048284733374
249720,497151,US,PA,42.0,91.0,42091.0,2,B,Ardmore,,-75.2903807803479,40.0084097051284
249721,497152,US,PA,42.0,101.0,42101.0,2,C,Bridesburg,,-75.0698562116038,40.0107133129696
249722,497153,US,PA,42.0,101.0,42101.0,2,C,East Falls,,-75.1922156367407,40.0114558872987
249723,497154,US,PA,42.0,91.0,42091.0,2,C,Haverford,,-75.2997507477504,40.0137594425609
249724,497155,US,PA,42.0,91.0,42091.0,2,C,Bryn Mawr,,-75.3160594479346,40.021959129822
249725,497156,US,PA,42.0,101.0,42101.0,2,C,Ivy Ridge,,-75.2354537001356,40.0340704352864
249726,497157,US,PA,42.0,101.0,42101.0,2,C,Tulpehocken,,-75.1869891548744,40.0351649582461
249727,497158,US,PA,42.0,101.0,42101.0,2,C,Wister,,-75.1613281158268,40.0361708790829
249728,497159,US,PA,42.0,101.0,42101.0,2,C,Germantown,,-75.1717729489079,40.0376820293235
249729,497160,US,PA,42.0,45.0,42045.0,2,C,Villanova,,-75.3415287631443,40.0381977602917
249730,497161,US,PA,42.0,101.0,42101.0,2,C,Upsal,,-75.1901848683785,40.0423215344295
249731,497162,US,PA,42.0,29.0,42029.0,2,C,Daylesford,,-75.4602502925533,40.0429272813562
249732,497163,US,PA,42.0,45.0,42045.0,2,C,St. Davids,,-75.3727575432548,40.0439543900796
249733,497164,US,PA,42.0,45.0,42045.0,2,C,Wayne,,-75.3865352527024,40.0456986556016
249734,497165,US,PA,42.0,29.0,42029.0,2,C,Devon,,-75.4225195549253,40.0473963431539
249735,497166,US,PA,42.0,29.0,42029.0,2,C,Strafford,,-75.403368641776,40.0496010168308
249736,497167,US,PA,42.0,101.0,42101.0,2,C,Washington Lane,,-75.1713054818037,40.0507249146389
249737,497168,US,PA,42.0,101.0,42101.0,2,C,Carpenter,,-75.1916305927423,40.0509846948248
249738,497169,US,PA,42.0,101.0,42101.0,2,C,Allen Lane,,-75.1949191588091,40.0574609128525
249739,497170,US,PA,42.0,101.0,42101.0,2,C,Cheltenham,,-75.0924330423285,40.058288194112
249740,497171,US,PA,42.0,91.0,42091.0,2,C,Melrose Park,,-75.129255807783,40.0592886900365
249741,497172,US,PA,42.0,101.0,42101.0,2,C,Stenton,,-75.1786456456346,40.0604900362115
249742,497173,US,PA,42.0,101.0,42101.0,2,C,Sedgwick,,-75.1854363360574,40.0629361537769
249743,497174,US,PA,42.0,101.0,42101.0,2,C,Ryers,,-75.086599752081,40.0638332274255
249744,497175,US,PA,42.0,101.0,42101.0,2,C,Mount Airy,,-75.1909757550361,40.0651918708813
249745,497176,US,PA,42.0,101.0,42101.0,2,C,St. Martins,,-75.20443238055,40.0657516630539
249746,497177,US,PA,42.0,101.0,42101.0,2,C,Highland,,-75.2111486877723,40.0704296599332
249747,497178,US,PA,42.0,91.0,42091.0,2,C,Elkins Park,,-75.1276413483679,40.0711328742161
249748,497179,US,PA,42.0,17.0,42017.0,2,B,Cornwells Heights,,-74.9520913753961,40.0718471068462
249749,497180,US,PA,42.0,101.0,42101.0,2,C,Wyndmoor,,-75.1968999574853,40.0735395552757
249750,497181,US,PA,42.0,91.0,42091.0,2,C,Spring Mill,,-75.28589802718,40.074274245138
249751,497182,US,PA,42.0,101.0,42101.0,2,C,Gravers,,-75.2018559826707,40.077495679474
249752,497183,US,PA,42.0,17.0,42017.0,2,C,Eddington,,-74.9335967938513,40.0830416944885
249753,497184,US,NJ,34.0,29.0,34029.0,1,C,Point Pleasant Beach,,-74.0482307802479,40.0928279731253
249754,497185,US,PA,42.0,91.0,42091.0,2,C,Noble,,-75.124412148365,40.1043909995538
249755,497186,US,PA,42.0,17.0,42017.0,2,C,Bristol,,-74.8546935295854,40.1049984675589
249756,497187,US,PA,42.0,91.0,42091.0,2,C,Rydal,,-75.1107807223749,40.1073281186605
249757,497188,US,PA,42.0,91.0,42091.0,2,C,Meadowbrook,,-75.0927049417038,40.1112621405379
249758,497189,US,PA,42.0,91.0,42091.0,2,C,North Hills,,-75.1695733646459,40.1120814597625
249759,497190,US,PA,42.0,91.0,42091.0,2,C,Norristown T.C.,,-75.3444179328459,40.1128255593116
249760,497191,US,PA,42.0,91.0,42091.0,2,C,Ardsley,,-75.1532102103859,40.1140305639463
249761,497192,US,NJ,34.0,25.0,34025.0,1,C,Manasquan,,-74.0477465586653,40.120523944493
249762,497193,US,PA,42.0,91.0,42091.0,2,C,Roslyn,,-75.1344922384911,40.1207777947142
249763,497194,US,PA,42.0,101.0,42101.0,2,C,Forest Hills,,-75.0203383907737,40.1280246771677
249764,497195,US,PA,42.0,101.0,42101.0,2,C,Somerton,,-75.0114641999832,40.1308052487992
249765,497196,US,PA,42.0,91.0,42091.0,2,C,Crestmont,,-75.1186758707782,40.1331696295105
249766,497197,US,PA,42.0,91.0,42091.0,2,C,Fort Washington,,-75.2116737404795,40.1353807075067
249767,497198,US,PA,42.0,17.0,42017.0,2,C,Trevose,,-74.9827671867537,40.1401206961158
249768,497199,US,PA,42.0,91.0,42091.0,2,C,Willow Grove,,-75.1141363584575,40.1441337333583
249769,497200,US,NJ,34.0,25.0,34025.0,1,C,Spring Lake,,-74.0354832129541,40.150654240102
249770,497201,US,NJ,34.0,25.0,34025.0,1,C,Belmar,,-74.0272571063354,40.1807977675114
249771,497202,US,PA,42.0,91.0,42091.0,2,C,Gwynedd Valley,,-75.2570665927463,40.1849966991567
249772,497203,US,PA,42.0,43.0,42043.0,2,A,Middletown,,-76.7312274322416,40.1925927445052
249773,497204,US,PA,42.0,91.0,42091.0,2,C,Pennbrook,,-75.281684870107,40.2301015529726
249774,497205,US,NJ,34.0,25.0,34025.0,1,C,Allenhurst,,-74.0068242631397,40.2375563332701
249775,497206,US,PA,42.0,91.0,42091.0,2,C,9th Street,,-75.2790690891874,40.2500991392855
249776,497207,US,NJ,34.0,21.0,34021.0,1,C,Hamilton,,-74.7037259390921,40.2556073178348
249777,497208,US,PA,42.0,91.0,42091.0,2,C,Fortuna,,-75.2661242293993,40.259627356074
249778,497209,US,NJ,34.0,25.0,34025.0,1,C,Elberon,,-73.997514610422,40.2654163193962
249779,497210,US,PA,42.0,91.0,42091.0,2,C,Link Belt,,-75.2465299087241,40.2740100918952
249780,497211,US,UT,49.0,49.0,49049.0,7,C,Orem Central Station,,-111.725454118332,40.2804066077048
249781,497212,US,PA,42.0,17.0,42017.0,2,C,Delaware Valley University,,-75.1618809192898,40.2973022357075
249782,497213,US,NJ,34.0,25.0,34025.0,1,C,Monmouth Park,,-74.0154589765502,40.3135659883222
249783,497214,US,UT,49.0,49.0,49049.0,7,C,American Fork Station,,-111.821229279753,40.3750549627116
249784,497215,US,NJ,34.0,25.0,34025.0,1,C,Hazlet,,-74.190117880049,40.4153389128758
249785,497216,US,UT,49.0,49.0,49049.0,7,C,Lehi Station,,-111.896108118495,40.4251021435513
249786,497217,US,NJ,34.0,23.0,34023.0,1,C,Jersey Ave,,-74.4676294234442,40.4765721065643
249787,497218,US,NJ,34.0,35.0,34035.0,1,C,Bridgewater,,-74.551960272724,40.5599386287607
249788,497219,US,UT,49.0,35.0,49035.0,7,C,South Jordan Station,,-111.900590100909,40.5629734559467
249789,497220,US,NJ,34.0,23.0,34023.0,1,C,Avenel,,-74.2775452778088,40.5776867273109
249790,497221,US,CA,6.0,89.0,6089.0,7,A,Redding,,-122.393125017989,40.5837550384111
249791,497222,US,NY,36.0,59.0,36059.0,1,C,Island Park,,-73.6550203802714,40.6010132490728
249792,497223,US,NY,36.0,81.0,36081.0,1,C,Far Rockaway,,-73.7504913362043,40.6090395338028
249793,497224,US,NY,36.0,59.0,36059.0,1,C,Lawrence,,-73.7369219909869,40.6151355870351
249794,497225,US,NJ,34.0,19.0,34019.0,1,C,White House,,-74.7710114714515,40.6157147461697
249795,497226,US,NY,36.0,59.0,36059.0,1,C,Cedarhurst,,-73.7259425309544,40.6223023601843
249796,497227,US,NJ,34.0,39.0,34039.0,1,C,Netherwood,,-74.4036273448393,40.6291235824334
249797,497228,US,NY,36.0,59.0,36059.0,1,C,Woodmere,,-73.7137757226952,40.6312725289803
249798,497229,US,NY,36.0,59.0,36059.0,1,C,Oceanside,,-73.6546900930976,40.6348610335653
249799,497230,US,NY,36.0,59.0,36059.0,1,C,Hewlett,,-73.7052334001134,40.6366883607452
249800,497231,US,NJ,34.0,39.0,34039.0,1,C,Fanwood,,-74.3851641818716,40.6409870937789
249801,497232,US,NY,36.0,59.0,36059.0,1,C,East Rockaway,,-73.6580959216484,40.6420934332443
249802,497233,US,NY,36.0,59.0,36059.0,1,C,Centre Avenue,,-73.6638464995161,40.6482005322579
249803,497234,US,NY,36.0,59.0,36059.0,1,C,Baldwin,,-73.6070380461632,40.656701138769
249804,497235,US,NY,36.0,59.0,36059.0,1,C,Rockville Centre,,-73.6468486765247,40.6582867017295
249805,497236,US,NY,36.0,59.0,36059.0,1,C,Merrick,,-73.5504821289996,40.6637705253753
249806,497237,US,NY,36.0,81.0,36081.0,1,C,Rosedale,,-73.7357634903588,40.6659921001813
249807,497238,US,NY,36.0,59.0,36059.0,1,C,Westwood,,-73.6814467623815,40.6682555337572
249808,497239,US,NY,36.0,81.0,36081.0,1,C,Laurelton,,-73.7518437471696,40.6685194468641
249809,497240,US,NY,36.0,59.0,36059.0,1,C,Bellmore,,-73.5283422226594,40.6688692030789
249810,497241,US,NY,36.0,59.0,36059.0,1,C,Wantagh,,-73.5089929902415,40.6729346160374
249811,497242,US,NJ,34.0,27.0,34027.0,1,C,Stirling,,-74.4940376074832,40.6745409796266
249812,497243,US,NY,36.0,81.0,36081.0,1,C,Locust Manor,,-73.7649721624147,40.6751168908088
249813,497244,US,NY,36.0,59.0,36059.0,1,C,Malverne,,-73.6691431101617,40.6753167281578
249814,497245,US,NY,36.0,59.0,36059.0,1,C,Seaford,,-73.4867215391027,40.6756581546657
249815,497246,US,NY,36.0,47.0,36047.0,1,C,East New York,,-73.9032572919127,40.6758587922712
249816,497247,US,NY,36.0,59.0,36059.0,1,C,Massapequa,,-73.4683379102753,40.6769180521573
249817,497248,US,NY,36.0,59.0,36059.0,1,C,Massapequa Park,,-73.4545029628728,40.6778193428615
249818,497249,US,NJ,34.0,27.0,34027.0,1,C,Gillette,,-74.4685643522626,40.6782421501845
249819,497250,US,NY,36.0,47.0,36047.0,1,C,Nostrand Avenue,,-73.9478946646188,40.678368997036
249820,497251,US,NJ,34.0,39.0,34039.0,1,C,North Elizabeth,,-74.2063972331712,40.6800802065729
249821,497252,US,NY,36.0,103.0,36103.0,1,C,Amityville,,-73.4204622394289,40.680198078598
249822,497253,US,NY,36.0,103.0,36103.0,1,C,Copiague,,-73.3990188014201,40.6809667527248
249823,497254,US,NJ,34.0,39.0,34039.0,1,C,Berkeley Heights,,-74.4432309817998,40.6822042826734
249824,497255,US,NJ,34.0,35.0,34035.0,1,C,Lyons,,-74.54916902388,40.6846400174213
249825,497256,US,NJ,34.0,35.0,34035.0,1,C,Far Hills,,-74.6340754147792,40.6857290726562
249826,497257,US,NY,36.0,59.0,36059.0,1,C,Lakeview,,-73.6521961246288,40.6858284417883
249827,497258,US,NY,36.0,103.0,36103.0,1,C,Lindenhurst,,-73.3693169183407,40.6881745779559
249828,497259,US,NY,36.0,81.0,36081.0,1,C,St. Albans,,-73.76561252377,40.6912396171564
249829,497260,US,NY,36.0,59.0,36059.0,1,C,Hempstead Gardens,,-73.6461544216422,40.6950207991373
249830,497261,US,NY,36.0,103.0,36103.0,1,C,Babylon,,-73.3243998506793,40.7006836091309
249831,497262,US,NJ,34.0,35.0,34035.0,1,C,Peapack,,-74.6584598094675,40.7088285793843
249832,497263,US,NY,36.0,81.0,36081.0,1,C,Kew Gardens,,-73.8307567114439,40.7095424292115
249833,497264,US,NJ,34.0,35.0,34035.0,1,C,Basking Ridge,,-74.5551514021253,40.7110333562432
249834,497265,US,NJ,34.0,39.0,34039.0,1,C,New Providence,,-74.3866270766337,40.7119186816609
249835,497266,US,NJ,34.0,35.0,34035.0,1,C,Bernardsville,,-74.5711977250762,40.7168042578889
249836,497267,US,NY,36.0,81.0,36081.0,1,C,Forest Hills,,-73.8447949556801,40.7195869378626
249837,497268,US,NY,36.0,59.0,36059.0,1,C,Country Life Press,,-73.6295669939883,40.721417970784
249838,497269,US,NY,36.0,59.0,36059.0,1,C,Bellerose,,-73.716752942566,40.7222425205651
249839,497270,US,NY,36.0,59.0,36059.0,1,C,Nassau Boulevard,,-73.6628268200405,40.7229758461252
249840,497271,US,NY,36.0,59.0,36059.0,1,C,Stewart Manor,,-73.6809913668381,40.7230148285393
249841,497272,US,NY,36.0,59.0,36059.0,1,C,Garden City,,-73.6402155874336,40.723135024456
249842,497273,US,NJ,34.0,13.0,34013.0,1,C,Maplewood,,-74.2755423374575,40.7310645220464
249843,497274,US,NY,36.0,59.0,36059.0,1,C,Merillon Avenue,,-73.6614097204933,40.7354128954991
249844,497275,US,NY,36.0,59.0,36059.0,1,C,Farmingdale,,-73.4418715980508,40.7357910837724
249845,497276,US,NJ,34.0,27.0,34027.0,1,C,Chatham,,-74.3849181171456,40.7401845267894
249846,497277,US,NY,36.0,103.0,36103.0,1,C,Sayville,,-73.086405488585,40.7403814178688
249847,497278,US,NY,36.0,103.0,36103.0,1,C,Great River,,-73.1699402445719,40.7404565478777
249848,497279,US,NY,36.0,81.0,36081.0,1,C,Hunterspoint Ave.,,-73.9466682369822,40.7424797179706
249849,497280,US,NY,36.0,103.0,36103.0,1,C,Oakdale,,-73.1316187200159,40.7430620350932
249850,497281,US,NY,36.0,59.0,36059.0,1,C,Bethpage,,-73.483780795324,40.7432931512055
249851,497282,US,NJ,34.0,13.0,34013.0,1,C,South Orange,,-74.2607155296071,40.7457853518064
249852,497283,US,NY,36.0,59.0,36059.0,1,C,Carle Place,,-73.6038036422198,40.7491978309652
249853,497284,US,NY,36.0,59.0,36059.0,1,C,Westbury,,-73.5855936119227,40.7535359746593
249854,497285,US,NJ,34.0,13.0,34013.0,1,C,Mountain Station,,-74.2529851627695,40.7554470943895
249855,497286,US,NY,36.0,59.0,36059.0,1,C,East Williston,,-73.6394337342345,40.7560533117667
249856,497287,US,NJ,34.0,27.0,34027.0,1,C,Madison,,-74.4149622826028,40.7569321591419
249857,497288,US,NY,36.0,81.0,36081.0,1,C,Flushing-Main Street,,-73.8299134592934,40.7586029910183
249858,497289,US,NY,36.0,81.0,36081.0,1,C,Broadway,,-73.8014744934175,40.761651858649
249859,497290,US,NY,36.0,81.0,36081.0,1,C,Murray Hill,,-73.814589031488,40.7627665085869
249860,497291,US,NJ,34.0,13.0,34013.0,1,C,Brick Church,,-74.2189052467282,40.7654239629938
249861,497292,US,NJ,34.0,13.0,34013.0,1,C,Highland Avenue,,-74.24363619708,40.7670152211055
249862,497293,US,NY,36.0,59.0,36059.0,1,C,Albertson,,-73.6417130251134,40.7720391031222
249863,497294,US,UT,49.0,35.0,49035.0,7,C,North Temple Station,,-111.905027083116,40.7731117223126
249864,497295,US,NY,36.0,103.0,36103.0,1,C,Bellport,,-72.9436623185726,40.773768808435
249865,497296,US,NJ,34.0,27.0,34027.0,1,C,Convent Station,,-74.4438434540588,40.7793510374419
249866,497297,US,NJ,34.0,13.0,34013.0,1,C,Watsessing,,-74.1984298880667,40.7825826499718
249867,497298,US,NY,36.0,59.0,36059.0,1,C,Great Neck,,-73.7264808311171,40.7871468150584
249868,497299,US,NY,36.0,59.0,36059.0,1,C,Roslyn,,-73.6432871043582,40.7904699887191
249869,497300,US,NY,36.0,103.0,36103.0,1,C,Central Islip,,-73.1937133222346,40.7920632021208
249870,497301,US,NY,36.0,59.0,36059.0,1,C,Manhasset,,-73.7000210244919,40.7966487868031
249871,497302,US,NY,36.0,103.0,36103.0,1,C,Mastic Shirley,,-72.864494495964,40.7989753058499
249872,497303,US,NJ,34.0,13.0,34013.0,1,C,Glen Ridge,,-74.2049049841605,40.8007599844169
249873,497304,US,NJ,34.0,13.0,34013.0,1,C,Bay Street,,-74.208819959848,40.8078490891267
249874,497305,US,NY,36.0,103.0,36103.0,1,C,Ronkonkoma,,-73.1060104102789,40.8081078594354
249875,497306,US,NY,36.0,59.0,36059.0,1,C,Plandome,,-73.6953318636246,40.8100606598575
